taux_reussite,temps_moyen,nb_erreurs_consecutives,persistance,cluster
0.31411911794409586,52.99566245682411,2,0.06139895493567332,1
0.36101129318426023,66.39604169980038,4,0.3826151254838769,0
0.11149173024789286,57.2937280627648,3,0.10739743128920096,1
0.32363937345949856,67.27034690502497,3,0.12386368029282174,0
0.39285350858140955,78.24261349042094,1,0.2487582888174926,0
0.5273472853689819,96.72033632290704,1,0.3542141546269809,0
0.28780757380716226,40.24369002346302,1,0.09087598062488558,1
0.25298076765281746,107.66066749312533,2,0.0,0
0.2897891547698556,25.958244009549965,3,0.11946651367847325,2
0.4598482541242489,61.964298099288335,5,0.4308442116929256,0
0.3894501331591621,76.76634412969153,4,0.30147025765253105,0
0.2864287755479553,70.61983735470065,2,0.448581220568082,0
0.4115920919736027,52.546009603588125,2,0.08022757868009564,1
0.3616493059217648,60.83755499285449,2,0.004090559850391556,0
0.46623739886394666,55.139981306823344,2,0.3193822828971311,1
0.2657536287347177,53.21270486111577,1,0.2860034106527569,1
0.3106805424082678,81.99204194042049,1,0.2958331480565888,0
0.30294702162414106,72.14030971930094,2,0.3899494963975852,0
0.17437820622414577,51.14180809478692,5,0.313252738586839,1
0.3855344332477491,82.99199750866501,5,0.3108426389710568,0
0.3813266326615867,71.14599041753219,3,0.3572510520701711,0
0.3506136147970953,81.2572423767792,3,0.3253624948280541,0
0.32184954399498233,77.59257683847224,2,0.3786168897576109,0
0.18015551095395027,48.420099781558555,3,0.4012781237167873,1
0.2995225612681569,53.79637919606061,4,0.47975332018613726,1
0.30887425801678764,79.94587210246523,2,0.15262130126444812,0
0.2537267276934057,77.2074053086693,4,0.3220843161116121,0
0.33064571460007885,64.58196812071704,3,0.19445149471040551,0
0.3984861028177446,67.34654766617564,3,0.12496615190810997,0
0.5763423081452637,90.5532979157685,5,0.1465689518379451,0
0.3709493375398206,53.168572223283405,2,0.3242433276342288,1
0.3809060468867317,75.94194762340075,0,0.3127378832179001,0
0.3410664901080599,60.95614695132212,5,0.3100618043857655,0
0.119747454164115,60.646375935455595,2,0.21614295286460003,0
0.34681833494609393,86.9755370397438,2,0.25051221267676155,0
0.35722762519292317,81.5083269797606,5,0.3726629043814075,0
0.6455890534982343,81.27019272001277,2,0.026591041052604097,0
0.3269166842262653,91.10957614308658,4,0.2536963147642876,0
0.3861856810800335,65.42007683265518,3,0.26349342221901845,0
0.3458345876353708,78.63905942589928,5,0.3629956403616474,0
0.20975863548565613,58.79466486813088,5,0.047462738208576244,1
0.48713873774180244,71.48332704976885,3,0.4742700618276118,0
0.44023196392241287,62.397138912646305,5,0.2820445636642765,0
0.44492383364516563,66.93991929985437,2,0.28998708200424045,0
0.24087350542463132,76.90314050873828,4,0.18979303640016604,0
0.5183353173123318,48.63558633533055,3,0.3307033532195266,1
0.18177787246492627,106.84774551370921,2,0.2571931075424658,0
0.4204228512560324,44.87965237000596,4,0.43134729161596985,1
0.6128546750971974,40.71622774424536,1,0.03377586279045772,1
0.23113564098431738,88.16221747000135,3,0.2763318744835762,0
0.28204427244766733,80.83325387925872,1,0.31127685225661395,0
0.36195816381051693,77.4823963410431,3,0.22204414084553625,0
0.2895829215060561,77.5669101852856,3,0.18930012650394307,0
0.16392038827206407,64.7550645430617,1,0.19555640815469388,0
0.35822755697672326,47.05491257028337,2,0.2761958904051742,1
0.2225235543528674,66.51609116387452,4,0.0,0
0.4068310916762218,51.456765769757766,2,0.39475224415948446,1
0.2396690918919436,84.50239466835502,4,0.1779802198456224,0
0.5359921286021048,62.05885236995723,1,0.2691704046050174,0
0.2560096049196515,48.49005606414977,3,0.30506534001821006,1
0.3113526180553189,58.57228316694013,1,0.17112919190305648,1
0.44762206608436034,73.25862908551248,1,0.2303442389501506,0
0.20229628202792535,53.7255089439205,2,0.0,1
0.6341189901906193,30.133355253202822,1,0.7464247214666144,2
0.7960714131423642,42.924246537902945,0,0.8160138000644329,1
0.35887751481581587,42.93959885330467,0,0.25980128961224924,1
0.6276950787798456,33.916681895546446,3,0.5187014246607475,1
0.6389824191372635,34.347540332580124,1,0.35402612435183706,1
0.7172734307665966,42.784599248291634,1,0.5644519357025188,1
0.4144573933682877,22.62298790203211,0,0.7297272669441922,2
0.40193150803735855,23.11043470748134,0,0.797461779851325,2
0.6782912348425346,31.378669344970767,0,0.8243706378853697,2
0.6445477009849779,37.438634179457836,0,0.8621087649384426,1
0.6375739275518815,43.73089078717606,0,0.5555174443088868,1
0.6519672314245464,57.70427460339462,1,0.3706082742533121,1
0.49799629176322635,50.29191547842423,2,0.5770819399384062,1
0.6348380545741505,38.080737640438876,0,0.7266535004607152,1
0.6439608709948021,39.771805505167734,1,0.3545480438158285,1
0.4928472872960448,27.969647624346294,0,0.9320273906896483,2
0.8798661766717135,39.77784236809132,1,0.7795777077520684,1
0.6710749381367681,36.53609633295834,1,0.5586865663137341,1
0.4213044754196027,43.872622724057074,2,0.4578256139177518,1
0.6984830412950744,30.073228677372125,0,0.4661757837774714,2
0.4537977494659018,46.23215817089407,4,0.614841242760031,1
0.7180626905613677,58.39286695603093,0,0.5541194794539295,1
0.7737893368511106,38.69487821851771,0,0.790100551056525,1
0.4768976522472434,44.820540665187295,2,0.5314048343394742,1
0.7445064193866482,48.281727900533355,0,0.7011003621222982,1
0.6619171390404748,35.185354337369965,3,0.594215023165026,1
0.7233090239991735,42.689109781725,0,0.6539338714794142,1
0.8845189473980921,40.15110880938154,0,0.5539887128807235,1
0.5631917825995694,41.17211318258598,1,0.7415431082499241,1
0.48693957534637655,30.723882593734402,1,0.7445080160580154,2
0.46657283555617146,40.29412209110731,3,0.6919858051644289,1
0.4776284572551842,45.9759794949454,0,0.7215028654299008,1
0.5884347435878844,57.4137232935405,0,0.41112624449138946,1
0.6511727962224966,51.51124991302248,4,0.6646491525817959,1
0.6415036198995029,65.83818949013867,0,0.8498403534975068,0
0.7240774873554036,30.791829245343408,2,0.6982809134038994,2
0.601950283781686,50.46784764064814,1,0.39385649943969536,1
0.8180301115735975,42.20010406886022,0,0.5900466980701831,1
0.5603014750143066,66.27763519861207,1,0.6749955876679418,0
1.0,30.300420575738183,1,0.44852009662033815,2
0.693850102164751,29.923337893830688,1,0.32834576065532944,2
0.4714263665375576,32.80728825467173,1,0.5367804263126946,1
0.43936612529083313,14.513251308282317,1,0.45183351840645947,2
0.6723708622864778,33.69093973983087,3,0.5971421937220062,1
0.5664805822011223,30.890408061355625,0,0.2817190705007423,2
0.7071000741138138,41.804725437714495,0,0.7129402125072312,1
0.6709856436860318,44.101071709325915,0,0.4730789929413286,1
0.5890756631014691,62.514050070590635,1,0.7991504473362712,0
0.47298094228973925,51.405086058232605,2,0.5446202320407243,1
0.3727729162971203,33.077156132051165,1,0.5949221907231026,1
0.5330227571899468,29.219023943819707,0,0.5653930242606164,2
0.7284598191485208,45.903030058078066,2,0.46236806197994545,1
0.6321140616195305,24.157201515752295,1,1.0,2
0.41313918319320175,61.977505190252245,3,0.500826764398543,0
0.6259771388776773,54.15328144865545,1,0.804704304493132,1
0.6577976069593255,34.36989217474354,0,0.38127421078732093,1
0.46742138456983007,19.442385650909472,1,0.6744262782186322,2
0.6230587658918292,56.246468489984956,2,0.6957744327863671,1
0.6087313077669,38.62552185696858,4,0.595164604580374,1
0.4285544553254065,54.853795743681545,2,0.48579905607208534,1
