user_id,profile_type,q_index,level,concept,correct,time,attempt,timestamp
b12807b8,Persévérant,46,5,Dictionnaires,1,8.0,1,2025-11-20T12:28:04.043594
b12807b8,Persévérant,47,5,POO,0,19.5,2,2025-11-20T12:28:39.043617
b12807b8,Persévérant,48,5,Algorithmes,0,27.7,2,2025-11-20T12:29:14.043639
b12807b8,Persévérant,49,5,Erreurs,0,31.1,2,2025-11-20T12:29:49.043662
2c3b2f40,Persévérant,0,1,Affichage,0,8.0,1,2025-11-20T12:01:14.043793
2c3b2f40,Persévérant,1,1,Variables,0,32.9,1,2025-11-20T12:01:49.043822
2c3b2f40,Persévérant,2,1,Listes,0,8.0,3,2025-11-20T12:02:24.043842
2c3b2f40,Persévérant,3,1,Conditions,0,19.0,3,2025-11-20T12:02:59.043876
2c3b2f40,Persévérant,4,1,Boucles,1,32.5,1,2025-11-20T12:03:34.043897
2c3b2f40,Persévérant,5,1,Fonctions,0,9.0,2,2025-11-20T12:04:09.043915
2c3b2f40,Persévérant,6,1,Dictionnaires,1,39.0,1,2025-11-20T12:04:44.043932
2c3b2f40,Persévérant,7,1,POO,1,101.9,1,2025-11-20T12:05:19.043951
2c3b2f40,Persévérant,8,1,Algorithmes,1,73.1,1,2025-11-20T12:05:54.043969
2c3b2f40,Persévérant,9,1,Erreurs,1,10.7,1,2025-11-20T12:06:29.044016
2c3b2f40,Persévérant,10,2,Affichage,0,13.4,2,2025-11-20T12:07:04.044039
2c3b2f40,Persévérant,11,2,Variables,0,8.0,1,2025-11-20T12:07:39.044058
2c3b2f40,Persévérant,12,2,Listes,0,8.0,2,2025-11-20T12:08:14.044076
2c3b2f40,Persévérant,13,2,Conditions,0,11.9,2,2025-11-20T12:08:49.044096
2c3b2f40,Persévérant,14,2,Boucles,0,60.6,1,2025-11-20T12:09:24.044115
2c3b2f40,Persévérant,15,2,Fonctions,0,48.1,2,2025-11-20T12:09:59.044136
2c3b2f40,Persévérant,16,2,Dictionnaires,0,36.2,1,2025-11-20T12:10:34.044156
2c3b2f40,Persévérant,17,2,POO,1,70.1,1,2025-11-20T12:11:09.044173
2c3b2f40,Persévérant,18,2,Algorithmes,1,95.3,1,2025-11-20T12:11:44.044191
2c3b2f40,Persévérant,19,2,Erreurs,0,8.0,1,2025-11-20T12:12:19.044210
2c3b2f40,Persévérant,20,3,Affichage,0,8.0,1,2025-11-20T12:12:54.044229
2c3b2f40,Persévérant,21,3,Variables,1,11.1,1,2025-11-20T12:13:29.044247
2c3b2f40,Persévérant,22,3,Listes,1,33.2,1,2025-11-20T12:14:04.044278
2c3b2f40,Persévérant,23,3,Conditions,1,24.1,1,2025-11-20T12:14:39.044296
2c3b2f40,Persévérant,24,3,Boucles,0,14.3,1,2025-11-20T12:15:14.044319
2c3b2f40,Persévérant,25,3,Fonctions,0,9.4,2,2025-11-20T12:15:49.044339
2c3b2f40,Persévérant,26,3,Dictionnaires,0,18.4,2,2025-11-20T12:16:24.044362
2c3b2f40,Persévérant,27,3,POO,0,8.0,1,2025-11-20T12:16:59.044385
2c3b2f40,Persévérant,28,3,Algorithmes,0,55.9,1,2025-11-20T12:17:34.044422
2c3b2f40,Persévérant,29,3,Erreurs,0,11.9,3,2025-11-20T12:18:09.044443
2c3b2f40,Persévérant,30,4,Affichage,1,57.8,1,2025-11-20T12:18:44.044461
2c3b2f40,Persévérant,31,4,Variables,1,35.1,1,2025-11-20T12:19:19.044477
2c3b2f40,Persévérant,32,4,Listes,1,8.0,1,2025-11-20T12:19:54.044496
2c3b2f40,Persévérant,33,4,Conditions,0,27.2,3,2025-11-20T12:20:29.044515
2c3b2f40,Persévérant,34,4,Boucles,0,37.8,3,2025-11-20T12:21:04.044534
2c3b2f40,Persévérant,35,4,Fonctions,1,22.4,1,2025-11-20T12:21:39.044552
2c3b2f40,Persévérant,36,4,Dictionnaires,0,22.4,2,2025-11-20T12:22:14.044572
2c3b2f40,Persévérant,37,4,POO,0,49.5,1,2025-11-20T12:22:49.044594
2c3b2f40,Persévérant,38,4,Algorithmes,0,46.2,1,2025-11-20T12:23:24.044616
2c3b2f40,Persévérant,39,4,Erreurs,1,33.3,1,2025-11-20T12:23:59.044636
2c3b2f40,Persévérant,40,5,Affichage,1,8.0,1,2025-11-20T12:24:34.044656
2c3b2f40,Persévérant,41,5,Variables,0,8.0,2,2025-11-20T12:25:09.044675
2c3b2f40,Persévérant,42,5,Listes,0,8.0,2,2025-11-20T12:25:44.044695
2c3b2f40,Persévérant,43,5,Conditions,1,22.7,1,2025-11-20T12:26:19.044776
2c3b2f40,Persévérant,44,5,Boucles,0,8.0,1,2025-11-20T12:26:54.044805
2c3b2f40,Persévérant,45,5,Fonctions,0,30.1,1,2025-11-20T12:27:29.044826
2c3b2f40,Persévérant,46,5,Dictionnaires,0,13.1,2,2025-11-20T12:28:04.044842
2c3b2f40,Persévérant,47,5,POO,0,18.4,1,2025-11-20T12:28:39.044856
2c3b2f40,Persévérant,48,5,Algorithmes,0,15.4,2,2025-11-20T12:29:14.044866
2c3b2f40,Persévérant,49,5,Erreurs,1,11.1,1,2025-11-20T12:29:49.044876
bac55deb,Persévérant,0,1,Affichage,1,9.4,1,2025-11-20T12:01:14.044971
bac55deb,Persévérant,1,1,Variables,0,15.9,2,2025-11-20T12:01:49.044984
bac55deb,Persévérant,2,1,Listes,0,49.6,1,2025-11-20T12:02:24.044995
bac55deb,Persévérant,3,1,Conditions,1,16.4,1,2025-11-20T12:02:59.045003
bac55deb,Persévérant,4,1,Boucles,1,163.1,1,2025-11-20T12:03:34.045012
bac55deb,Persévérant,5,1,Fonctions,1,50.4,1,2025-11-20T12:04:09.045021
bac55deb,Persévérant,6,1,Dictionnaires,1,8.4,1,2025-11-20T12:04:44.045030
bac55deb,Persévérant,7,1,POO,0,12.6,1,2025-11-20T12:05:19.045039
bac55deb,Persévérant,8,1,Algorithmes,1,8.0,1,2025-11-20T12:05:54.045053
bac55deb,Persévérant,9,1,Erreurs,1,12.3,1,2025-11-20T12:06:29.045072
bac55deb,Persévérant,10,2,Affichage,1,9.4,1,2025-11-20T12:07:04.045082
bac55deb,Persévérant,11,2,Variables,1,8.0,1,2025-11-20T12:07:39.045090
bac55deb,Persévérant,12,2,Listes,0,51.7,1,2025-11-20T12:08:14.045101
bac55deb,Persévérant,13,2,Conditions,1,8.0,1,2025-11-20T12:08:49.045109
bac55deb,Persévérant,14,2,Boucles,1,31.3,1,2025-11-20T12:09:24.045118
bac55deb,Persévérant,15,2,Fonctions,1,19.7,1,2025-11-20T12:09:59.045127
bac55deb,Persévérant,16,2,Dictionnaires,1,58.9,1,2025-11-20T12:10:34.045137
bac55deb,Persévérant,17,2,POO,0,8.0,2,2025-11-20T12:11:09.045147
bac55deb,Persévérant,18,2,Algorithmes,0,36.2,1,2025-11-20T12:11:44.045157
bac55deb,Persévérant,19,2,Erreurs,0,18.6,2,2025-11-20T12:12:19.045167
bac55deb,Persévérant,20,3,Affichage,1,8.0,1,2025-11-20T12:12:54.045183
bac55deb,Persévérant,21,3,Variables,0,9.5,3,2025-11-20T12:13:29.045258
bac55deb,Persévérant,22,3,Listes,0,8.0,1,2025-11-20T12:14:04.045279
bac55deb,Persévérant,23,3,Conditions,0,21.0,2,2025-11-20T12:14:39.045298
bac55deb,Persévérant,24,3,Boucles,1,29.5,1,2025-11-20T12:15:14.045314
bac55deb,Persévérant,25,3,Fonctions,1,37.5,1,2025-11-20T12:15:49.045330
bac55deb,Persévérant,26,3,Dictionnaires,0,8.0,2,2025-11-20T12:16:24.045348
bac55deb,Persévérant,27,3,POO,1,52.4,1,2025-11-20T12:16:59.046448
bac55deb,Persévérant,28,3,Algorithmes,0,11.7,1,2025-11-20T12:17:34.046501
bac55deb,Persévérant,29,3,Erreurs,0,74.5,3,2025-11-20T12:18:09.046519
bac55deb,Persévérant,30,4,Affichage,1,17.9,1,2025-11-20T12:18:44.046529
bac55deb,Persévérant,31,4,Variables,0,9.1,2,2025-11-20T12:19:19.046539
bac55deb,Persévérant,32,4,Listes,0,32.8,1,2025-11-20T12:19:54.046550
bac55deb,Persévérant,33,4,Conditions,0,69.7,2,2025-11-20T12:20:29.046568
bac55deb,Persévérant,34,4,Boucles,0,43.1,2,2025-11-20T12:21:04.046586
bac55deb,Persévérant,35,4,Fonctions,0,8.0,2,2025-11-20T12:21:39.046598
bac55deb,Persévérant,36,4,Dictionnaires,0,37.1,1,2025-11-20T12:22:14.046608
bac55deb,Persévérant,37,4,POO,0,31.9,1,2025-11-20T12:22:49.046618
bac55deb,Persévérant,38,4,Algorithmes,0,28.1,2,2025-11-20T12:23:24.046628
bac55deb,Persévérant,39,4,Erreurs,1,27.7,1,2025-11-20T12:23:59.046637
bac55deb,Persévérant,40,5,Affichage,0,8.0,2,2025-11-20T12:24:34.046646
bac55deb,Persévérant,41,5,Variables,0,8.0,2,2025-11-20T12:25:09.046655
bac55deb,Persévérant,42,5,Listes,0,24.6,1,2025-11-20T12:25:44.046665
bac55deb,Persévérant,43,5,Conditions,0,66.6,1,2025-11-20T12:26:19.046675
bac55deb,Persévérant,44,5,Boucles,0,45.3,1,2025-11-20T12:26:54.046685
bac55deb,Persévérant,45,5,Fonctions,0,38.1,1,2025-11-20T12:27:29.046695
bac55deb,Persévérant,46,5,Dictionnaires,0,20.2,1,2025-11-20T12:28:04.046704
bac55deb,Persévérant,47,5,POO,0,45.0,1,2025-11-20T12:28:39.046715
bac55deb,Persévérant,48,5,Algorithmes,1,8.0,1,2025-11-20T12:29:14.046723
bac55deb,Persévérant,49,5,Erreurs,0,41.6,1,2025-11-20T12:29:49.046741
50a26e9e,Débutant_rapide,0,1,Affichage,0,8.0,2,2025-11-20T12:01:14.046847
50a26e9e,Débutant_rapide,1,1,Variables,0,35.4,2,2025-11-20T12:01:49.046860
50a26e9e,Débutant_rapide,2,1,Listes,0,34.5,1,2025-11-20T12:02:24.046871
50a26e9e,Débutant_rapide,3,1,Conditions,0,37.0,1,2025-11-20T12:02:59.046890
50a26e9e,Débutant_rapide,4,1,Boucles,0,79.2,2,2025-11-20T12:03:34.046906
50a26e9e,Débutant_rapide,5,1,Fonctions,1,36.3,1,2025-11-20T12:04:09.046916
50a26e9e,Débutant_rapide,6,1,Dictionnaires,0,9.3,1,2025-11-20T12:04:44.046926
50a26e9e,Débutant_rapide,7,1,POO,0,42.1,1,2025-11-20T12:05:19.046937
50a26e9e,Débutant_rapide,8,1,Algorithmes,0,99.5,1,2025-11-20T12:05:54.046946
50a26e9e,Débutant_rapide,9,1,Erreurs,0,166.4,3,2025-11-20T12:06:29.046956
50a26e9e,Débutant_rapide,10,2,Affichage,1,24.7,1,2025-11-20T12:07:04.046965
50a26e9e,Débutant_rapide,11,2,Variables,1,8.0,1,2025-11-20T12:07:39.046974
50a26e9e,Débutant_rapide,12,2,Listes,0,27.8,2,2025-11-20T12:08:14.046983
50a26e9e,Débutant_rapide,13,2,Conditions,0,19.8,2,2025-11-20T12:08:49.046993
50a26e9e,Débutant_rapide,14,2,Boucles,1,23.9,1,2025-11-20T12:09:24.047002
50a26e9e,Débutant_rapide,15,2,Fonctions,0,8.0,1,2025-11-20T12:09:59.047012
50a26e9e,Débutant_rapide,16,2,Dictionnaires,0,38.0,2,2025-11-20T12:10:34.047021
50a26e9e,Débutant_rapide,17,2,POO,0,37.3,2,2025-11-20T12:11:09.047031
50a26e9e,Débutant_rapide,18,2,Algorithmes,1,8.0,1,2025-11-20T12:11:44.047039
50a26e9e,Débutant_rapide,19,2,Erreurs,0,10.0,2,2025-11-20T12:12:19.047049
50a26e9e,Débutant_rapide,20,3,Affichage,0,11.4,1,2025-11-20T12:12:54.047058
50a26e9e,Débutant_rapide,21,3,Variables,0,52.2,2,2025-11-20T12:13:29.047068
50a26e9e,Débutant_rapide,22,3,Listes,0,212.6,2,2025-11-20T12:14:04.047078
50a26e9e,Débutant_rapide,23,3,Conditions,0,9.7,1,2025-11-20T12:14:39.047089
50a26e9e,Débutant_rapide,24,3,Boucles,0,37.9,2,2025-11-20T12:15:14.047098
50a26e9e,Débutant_rapide,25,3,Fonctions,0,11.0,2,2025-11-20T12:15:49.047108
50a26e9e,Débutant_rapide,26,3,Dictionnaires,0,22.7,2,2025-11-20T12:16:24.047117
50a26e9e,Débutant_rapide,27,3,POO,0,65.7,2,2025-11-20T12:16:59.047127
50a26e9e,Débutant_rapide,28,3,Algorithmes,0,29.4,3,2025-11-20T12:17:34.047136
50a26e9e,Débutant_rapide,29,3,Erreurs,0,18.4,1,2025-11-20T12:18:09.047146
50a26e9e,Débutant_rapide,30,4,Affichage,0,36.6,2,2025-11-20T12:18:44.047156
50a26e9e,Débutant_rapide,31,4,Variables,0,67.6,1,2025-11-20T12:19:19.047165
50a26e9e,Débutant_rapide,32,4,Listes,0,123.5,3,2025-11-20T12:19:54.047175
50a26e9e,Débutant_rapide,33,4,Conditions,0,83.2,1,2025-11-20T12:20:29.047185
50a26e9e,Débutant_rapide,34,4,Boucles,1,26.7,1,2025-11-20T12:21:04.047194
50a26e9e,Débutant_rapide,35,4,Fonctions,0,64.4,2,2025-11-20T12:21:39.047203
50a26e9e,Débutant_rapide,36,4,Dictionnaires,0,17.3,3,2025-11-20T12:22:14.047213
50a26e9e,Débutant_rapide,37,4,POO,0,8.0,2,2025-11-20T12:22:49.047222
50a26e9e,Débutant_rapide,38,4,Algorithmes,0,95.5,2,2025-11-20T12:23:24.047232
50a26e9e,Débutant_rapide,39,4,Erreurs,0,84.4,3,2025-11-20T12:23:59.047242
50a26e9e,Débutant_rapide,40,5,Affichage,0,9.0,1,2025-11-20T12:24:34.047251
50a26e9e,Débutant_rapide,41,5,Variables,0,64.6,3,2025-11-20T12:25:09.047261
50a26e9e,Débutant_rapide,42,5,Listes,0,12.4,3,2025-11-20T12:25:44.047271
50a26e9e,Débutant_rapide,43,5,Conditions,0,23.1,1,2025-11-20T12:26:19.047280
50a26e9e,Débutant_rapide,44,5,Boucles,0,15.4,2,2025-11-20T12:26:54.047290
50a26e9e,Débutant_rapide,45,5,Fonctions,0,26.5,1,2025-11-20T12:27:29.047300
50a26e9e,Débutant_rapide,46,5,Dictionnaires,0,41.8,1,2025-11-20T12:28:04.047310
50a26e9e,Débutant_rapide,47,5,POO,0,14.6,1,2025-11-20T12:28:39.047323
50a26e9e,Débutant_rapide,48,5,Algorithmes,0,8.0,1,2025-11-20T12:29:14.047338
50a26e9e,Débutant_rapide,49,5,Erreurs,0,25.5,1,2025-11-20T12:29:49.047358
5b4bbbce,Expert,0,1,Affichage,1,18.6,1,2025-11-20T12:01:14.047430
5b4bbbce,Expert,1,1,Variables,1,138.8,1,2025-11-20T12:01:49.047450
5b4bbbce,Expert,2,1,Listes,1,53.3,1,2025-11-20T12:02:24.047466
5b4bbbce,Expert,3,1,Conditions,1,12.6,1,2025-11-20T12:02:59.047480
5b4bbbce,Expert,4,1,Boucles,1,8.0,1,2025-11-20T12:03:34.047495
5b4bbbce,Expert,5,1,Fonctions,1,58.0,1,2025-11-20T12:04:09.047510
5b4bbbce,Expert,6,1,Dictionnaires,1,26.0,1,2025-11-20T12:04:44.047543
5b4bbbce,Expert,7,1,POO,1,8.0,1,2025-11-20T12:05:19.047556
5b4bbbce,Expert,8,1,Algorithmes,1,8.0,1,2025-11-20T12:05:54.047570
5b4bbbce,Expert,9,1,Erreurs,1,84.0,1,2025-11-20T12:06:29.047585
5b4bbbce,Expert,10,2,Affichage,1,22.1,1,2025-11-20T12:07:04.047600
5b4bbbce,Expert,11,2,Variables,1,46.1,1,2025-11-20T12:07:39.047615
5b4bbbce,Expert,12,2,Listes,1,121.5,1,2025-11-20T12:08:14.047632
5b4bbbce,Expert,13,2,Conditions,1,74.9,1,2025-11-20T12:08:49.047647
5b4bbbce,Expert,14,2,Boucles,1,21.8,1,2025-11-20T12:09:24.047679
5b4bbbce,Expert,15,2,Fonctions,0,135.7,3,2025-11-20T12:09:59.047699
5b4bbbce,Expert,16,2,Dictionnaires,1,16.2,1,2025-11-20T12:10:34.047716
5b4bbbce,Expert,17,2,POO,0,8.0,3,2025-11-20T12:11:09.047995
5b4bbbce,Expert,18,2,Algorithmes,1,32.1,1,2025-11-20T12:11:44.048048
5b4bbbce,Expert,19,2,Erreurs,1,8.0,1,2025-11-20T12:12:19.048068
5b4bbbce,Expert,20,3,Affichage,1,48.2,1,2025-11-20T12:12:54.048133
5b4bbbce,Expert,21,3,Variables,0,41.1,3,2025-11-20T12:13:29.048167
5b4bbbce,Expert,22,3,Listes,1,29.4,1,2025-11-20T12:14:04.048184
5b4bbbce,Expert,23,3,Conditions,1,15.2,1,2025-11-20T12:14:39.048234
5b4bbbce,Expert,24,3,Boucles,1,10.6,1,2025-11-20T12:15:14.048265
5b4bbbce,Expert,25,3,Fonctions,0,8.0,1,2025-11-20T12:15:49.048287
5b4bbbce,Expert,26,3,Dictionnaires,0,8.0,1,2025-11-20T12:16:24.048327
5b4bbbce,Expert,27,3,POO,1,8.0,1,2025-11-20T12:16:59.048348
5b4bbbce,Expert,28,3,Algorithmes,0,8.0,3,2025-11-20T12:17:34.048367
5b4bbbce,Expert,29,3,Erreurs,1,18.6,1,2025-11-20T12:18:09.048386
5b4bbbce,Expert,30,4,Affichage,1,201.1,1,2025-11-20T12:18:44.048399
5b4bbbce,Expert,31,4,Variables,1,67.0,1,2025-11-20T12:19:19.048409
5b4bbbce,Expert,32,4,Listes,1,18.5,1,2025-11-20T12:19:54.048418
5b4bbbce,Expert,33,4,Conditions,1,12.0,1,2025-11-20T12:20:29.048430
5b4bbbce,Expert,34,4,Boucles,1,8.0,1,2025-11-20T12:21:04.048443
5b4bbbce,Expert,35,4,Fonctions,1,32.5,1,2025-11-20T12:21:39.048458
5b4bbbce,Expert,36,4,Dictionnaires,0,11.8,2,2025-11-20T12:22:14.048475
5b4bbbce,Expert,37,4,POO,0,49.0,1,2025-11-20T12:22:49.048493
5b4bbbce,Expert,38,4,Algorithmes,1,10.6,1,2025-11-20T12:23:24.048509
5b4bbbce,Expert,39,4,Erreurs,1,8.0,1,2025-11-20T12:23:59.048522
5b4bbbce,Expert,40,5,Affichage,1,8.0,1,2025-11-20T12:24:34.048536
5b4bbbce,Expert,41,5,Variables,1,8.0,1,2025-11-20T12:25:09.048549
5b4bbbce,Expert,42,5,Listes,1,51.4,1,2025-11-20T12:25:44.048565
5b4bbbce,Expert,43,5,Conditions,0,28.7,1,2025-11-20T12:26:19.048597
5b4bbbce,Expert,44,5,Boucles,1,57.6,1,2025-11-20T12:26:54.048612
5b4bbbce,Expert,45,5,Fonctions,1,53.4,1,2025-11-20T12:27:29.048627
5b4bbbce,Expert,46,5,Dictionnaires,0,21.8,2,2025-11-20T12:28:04.048694
5b4bbbce,Expert,47,5,POO,1,21.0,1,2025-11-20T12:28:39.048784
5b4bbbce,Expert,48,5,Algorithmes,1,30.5,1,2025-11-20T12:29:14.048818
5b4bbbce,Expert,49,5,Erreurs,0,17.4,1,2025-11-20T12:29:49.048835
8c888dcc,Expert,0,1,Affichage,1,8.0,1,2025-11-20T12:01:14.048932
8c888dcc,Expert,1,1,Variables,1,150.2,1,2025-11-20T12:01:49.048949
8c888dcc,Expert,2,1,Listes,1,28.9,1,2025-11-20T12:02:24.048964
8c888dcc,Expert,3,1,Conditions,1,22.3,1,2025-11-20T12:02:59.048978
8c888dcc,Expert,4,1,Boucles,1,57.9,1,2025-11-20T12:03:34.048991
8c888dcc,Expert,5,1,Fonctions,1,99.7,1,2025-11-20T12:04:09.049004
8c888dcc,Expert,6,1,Dictionnaires,1,19.8,1,2025-11-20T12:04:44.049015
8c888dcc,Expert,7,1,POO,1,21.3,1,2025-11-20T12:05:19.049027
8c888dcc,Expert,8,1,Algorithmes,1,8.8,1,2025-11-20T12:05:54.049038
8c888dcc,Expert,9,1,Erreurs,1,8.0,1,2025-11-20T12:06:29.049050
8c888dcc,Expert,10,2,Affichage,1,83.8,1,2025-11-20T12:07:04.049064
8c888dcc,Expert,11,2,Variables,0,17.7,2,2025-11-20T12:07:39.049080
8c888dcc,Expert,12,2,Listes,0,76.7,2,2025-11-20T12:08:14.049096
8c888dcc,Expert,13,2,Conditions,1,39.5,1,2025-11-20T12:08:49.049107
8c888dcc,Expert,14,2,Boucles,1,18.0,1,2025-11-20T12:09:24.049115
8c888dcc,Expert,15,2,Fonctions,1,8.0,1,2025-11-20T12:09:59.049123
8c888dcc,Expert,16,2,Dictionnaires,1,96.1,1,2025-11-20T12:10:34.049131
8c888dcc,Expert,17,2,POO,1,8.8,1,2025-11-20T12:11:09.049138
8c888dcc,Expert,18,2,Algorithmes,1,37.6,1,2025-11-20T12:11:44.049146
8c888dcc,Expert,19,2,Erreurs,1,26.4,1,2025-11-20T12:12:19.049155
8c888dcc,Expert,20,3,Affichage,0,10.8,2,2025-11-20T12:12:54.049165
8c888dcc,Expert,21,3,Variables,1,37.4,1,2025-11-20T12:13:29.049174
8c888dcc,Expert,22,3,Listes,1,13.9,1,2025-11-20T12:14:04.049183
8c888dcc,Expert,23,3,Conditions,1,8.6,1,2025-11-20T12:14:39.049191
8c888dcc,Expert,24,3,Boucles,1,34.7,1,2025-11-20T12:15:14.049200
8c888dcc,Expert,25,3,Fonctions,1,46.6,1,2025-11-20T12:15:49.049209
8c888dcc,Expert,26,3,Dictionnaires,1,16.0,1,2025-11-20T12:16:24.049217
8c888dcc,Expert,27,3,POO,0,12.3,2,2025-11-20T12:16:59.049227
8c888dcc,Expert,28,3,Algorithmes,0,117.4,2,2025-11-20T12:17:34.049237
8c888dcc,Expert,29,3,Erreurs,1,8.0,1,2025-11-20T12:18:09.049245
8c888dcc,Expert,30,4,Affichage,1,46.9,1,2025-11-20T12:18:44.049254
8c888dcc,Expert,31,4,Variables,0,43.3,2,2025-11-20T12:19:19.049263
8c888dcc,Expert,32,4,Listes,1,11.4,1,2025-11-20T12:19:54.049272
8c888dcc,Expert,33,4,Conditions,1,11.7,1,2025-11-20T12:20:29.049282
8c888dcc,Expert,34,4,Boucles,1,8.0,1,2025-11-20T12:21:04.049289
8c888dcc,Expert,35,4,Fonctions,0,8.0,2,2025-11-20T12:21:39.049297
8c888dcc,Expert,36,4,Dictionnaires,1,8.0,1,2025-11-20T12:22:14.049304
8c888dcc,Expert,37,4,POO,1,8.0,1,2025-11-20T12:22:49.049312
8c888dcc,Expert,38,4,Algorithmes,0,46.9,2,2025-11-20T12:23:24.049320
8c888dcc,Expert,39,4,Erreurs,1,40.7,1,2025-11-20T12:23:59.049328
8c888dcc,Expert,40,5,Affichage,0,43.7,2,2025-11-20T12:24:34.049336
8c888dcc,Expert,41,5,Variables,0,12.9,2,2025-11-20T12:25:09.049344
8c888dcc,Expert,42,5,Listes,0,140.8,2,2025-11-20T12:25:44.049353
8c888dcc,Expert,43,5,Conditions,1,28.2,1,2025-11-20T12:26:19.049360
8c888dcc,Expert,44,5,Boucles,0,11.7,2,2025-11-20T12:26:54.049373
8c888dcc,Expert,45,5,Fonctions,0,8.0,1,2025-11-20T12:27:29.049385
8c888dcc,Expert,46,5,Dictionnaires,0,17.8,2,2025-11-20T12:28:04.049397
8c888dcc,Expert,47,5,POO,1,79.8,1,2025-11-20T12:28:39.049408
8c888dcc,Expert,48,5,Algorithmes,0,16.2,2,2025-11-20T12:29:14.049420
8c888dcc,Expert,49,5,Erreurs,0,41.9,3,2025-11-20T12:29:49.049433
b7a9896e,Expert,0,1,Affichage,0,8.0,2,2025-11-20T12:01:14.049520
b7a9896e,Expert,1,1,Variables,1,70.7,1,2025-11-20T12:01:49.049535
